EmployeeID,AttritionProbability,RiskLevel,TopRiskFactors,RecommendedRetentionAction
384,0.2963,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
385,0.0663,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
386,0.1237,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
387,0.0349,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
388,0.4312,Medium,Stock Option Level; Relationship Satisfaction; Age,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
389,0.0977,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
390,0.5512,Medium,Burnout Risk Index; Satisfaction Composite Score; Environment Satisfaction,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
391,0.0126,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
392,0.9039,High,Burnout Risk Index; Manager Stability Score; Training Times Last Year,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
393,0.1312,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
394,0.8129,High,Burnout Risk Index; Monthly Income; Environment Satisfaction,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
395,0.0245,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
396,0.3413,Medium,Burnout Risk Index; Num Companies Worked; Stock Option Level,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
397,0.1798,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
399,0.5682,Medium,Burnout Risk Index; Total Working Years; Age,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
401,0.7491,High,Burnout Risk Index; Stock Option Level; Department Research & Development,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
403,0.4555,Medium,Burnout Risk Index; Monthly Income; Overtime Risk Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
404,0.079,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
405,0.8334,High,Manager Stability Score; Monthly Income; Total Working Years,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
406,0.1421,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
407,0.224,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
408,0.1013,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
410,0.0625,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
411,0.8606,High,Monthly Income; Manager Stability Score; Total Working Years,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
412,0.2455,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
416,0.1124,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
417,0.0152,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
419,0.0708,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
420,0.1209,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
421,0.0828,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
422,0.103,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
423,0.0449,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
424,0.7663,High,Manager Stability Score; Satisfaction Composite Score; Stock Option Level,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
425,0.1873,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
426,0.1777,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
428,0.2637,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
429,0.363,Medium,Burnout Risk Index; Stock Option Level; Promotion Delay Risk,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
430,0.0738,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
431,0.134,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
433,0.7663,High,Stock Option Level; Satisfaction Composite Score; Relationship Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
434,0.7083,High,Burnout Risk Index; Stock Option Level; Overtime Risk Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
436,0.5651,Medium,Burnout Risk Index; Stock Option Level; Promotion Delay Risk,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
437,0.3126,Medium,Stock Option Level; Relationship Satisfaction; Age,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
438,0.0859,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
439,0.2483,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
440,0.9617,High,Burnout Risk Index; Num Companies Worked; Stock Option Level,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
441,0.03,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
442,0.1884,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
444,0.1747,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
445,0.8585,High,Burnout Risk Index; Stock Option Level; Manager Stability Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
446,0.2243,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
447,0.0475,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
448,0.1109,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
449,0.0533,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
450,0.1826,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
451,0.5022,Medium,Manager Stability Score; Satisfaction Composite Score; Num Companies Worked,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
452,0.0805,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
453,0.285,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
454,0.9621,High,Burnout Risk Index; Monthly Income; Stock Option Level,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
455,0.1086,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
456,0.0662,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
458,0.139,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
460,0.0866,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
461,0.0925,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
462,0.262,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
463,0.3747,Medium,Burnout Risk Index; Overtime Risk Score; Hourly Rate,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
464,0.0353,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
465,0.0499,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
466,0.5859,Medium,Burnout Risk Index; Num Companies Worked; Stock Option Level,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
